account_id,novelty
ACC1001,0.9623661101997492
ACC1002,0.533339766476889
ACC1003,0.764546945865097
ACC1004,0.776705587185178
ACC1005,0.3206600405288044
ACC1006,0.8899932451992666
ACC1007,0.6938145324712921
ACC1008,0.7871272797452475
ACC1009,0.624143587764161
ACC1010,0.9341889414262279
ACC1011,0.9309080382128727
ACC1012,0.02451027694683007
ACC1013,0.07034642478046897
ACC1014,0.22869825340152466
ACC1015,0.7157193862781048
ACC1016,0.4908810190099392
ACC1017,0.363601273762424
ACC1018,0.14397375277429317
ACC1019,0.8323844446588826
ACC1020,0.32924828717552834
ACC1021,0.6175817813374506
ACC1022,0.9375663417929171
ACC1023,0.4301843095628679
ACC1024,0.314098234102094
ACC1025,0.7966804979253111
ACC1026,0.3102383479687349
ACC1027,0.9047573096593651
ACC1028,0.35723246164238154
ACC1029,0.26999903502846667
ACC1030,0.31680015439544534
ACC1031,0.9364083759529094
ACC1032,0.810093602238734
ACC1033,0.08916336968059442
ACC1034,0.7556692077583711
ACC1035,0.5728071021904854
ACC1036,0.7069381453247129
ACC1037,0.036958409726913055
ACC1038,0.4355881501495706
ACC1039,0.4715815883431439
ACC1040,0.5510952426903406
ACC1041,0.13828042072758853
ACC1042,0.6371707034642478
ACC1043,0.7578886422850526
ACC1044,0.8658689568657725
ACC1045,0.7855833252919039
ACC1046,0.8050757502653672
ACC1047,0.36060986200907075
ACC1048,0.12100743028080671
ACC1049,0.500144745730001
ACC1050,0.18199363118787995
ACC1051,0.7691788092251278
ACC1052,0.3463282833156422
ACC1053,0.07787320274051915
ACC1054,0.23506706552156711
ACC1055,0.6923670751712825
ACC1056,0.15014957058766767
ACC1057,0.9152754993727685
ACC1058,0.43722860175624817
ACC1059,0.13818392357425455
ACC1060,0.5879571552639197
ACC1061,0.9158544822927723
ACC1062,0.40461256392936407
ACC1063,0.7650294316317668
ACC1064,0.9063012641127087
ACC1065,0.9244427289394963
ACC1066,0.02393129402682621
ACC1067,0.5347872237768986
ACC1068,0.851104892405674
ACC1069,0.44572035124963816
ACC1070,0.9913152561999421
ACC1071,0.9816655408665445
ACC1072,0.4211135771494741
ACC1073,0.7242111357714948
ACC1074,0.33040625301553606
ACC1075,0.6299334169641996
ACC1076,0.3661101997491074
ACC1077,0.8948181028659654
ACC1078,0.041783267393611885
ACC1079,0.8754221750458362
ACC1080,0.4760204573965068
ACC1081,0.15024606774100163
ACC1082,0.9865868956865772
ACC1083,0.1586413200810576
ACC1084,0.9266621634661778
ACC1085,0.1951172440413008
ACC1086,0.19145035221460968
ACC1087,0.9907362732799383
ACC1088,0.13065714561420438
ACC1089,0.1273762424008492
ACC1090,0.710605037151404
ACC1091,0.8328669304255525
ACC1092,0.1702209784811348
ACC1093,0.23313712245488757
ACC1094,0.9740422657531603
ACC1095,0.9812795522532085
ACC1096,0.7751616327318344
ACC1097,0.9369873588729133
ACC1098,0.7889607256585931
ACC1099,0.08211907748721413
ACC1100,0.6283894625108559
ACC1101,0.8953005886326353
ACC1102,0.3153526970954357
ACC1103,0.44687831708964587
ACC1104,0.913635047766091
ACC1105,0.37074206310913826
ACC1106,0.36958409726913055
ACC1107,0.46386181607642574
ACC1108,0.6727781530444852
ACC1109,0.8295860272121972
ACC1110,0.39486635144263244
ACC1111,0.01553604168677024
ACC1112,0.9920872334266139
ACC1113,0.9663224934864422
ACC1114,0.3748914407024993
ACC1115,0.7449580237382997
ACC1116,0.5311203319502075
ACC1117,0.5651838270771012
ACC1118,0.41995561130946635
ACC1119,0.38859403647592394
ACC1120,0.3008781240953392
ACC1121,0.5298658689568658
ACC1122,0.033291517900221945
ACC1123,0.6123709350574158
ACC1124,0.264595194441764
ACC1125,0.5930715043906205
ACC1126,0.14078934671427193
ACC1127,0.326449869728843
ACC1128,0.15777284570105182
ACC1129,0.7117630029914117
ACC1130,0.23120717938820806
ACC1131,0.7006658303580044
ACC1132,0.7603010711184021
ACC1133,0.6468204187976455
ACC1134,0.6127569236707517
ACC1135,0.7411946347582746
ACC1136,0.2310141850815401
ACC1137,0.3003956383286693
ACC1138,0.37373347486249153
ACC1139,0.7774775644118499
ACC1140,0.9154684936794365
ACC1141,0.6319598571842131
ACC1142,0.5153912959567692
ACC1143,0.37595290938917303
ACC1144,0.7457300009649716
ACC1145,0.7764160957251761
ACC1146,0.10749782881404998
ACC1147,0.3561709929557078
ACC1148,0.1625012062144167
ACC1149,0.4990832770433272
ACC1150,0.45363311782302423
ACC1151,0.5795619029238638
ACC1152,0.5672102672971148
ACC1153,0.5002412428833349
ACC1154,0.9843674611598958
ACC1155,0.04207275885361382
ACC1156,0.7752581298851684
ACC1157,0.024027791180160185
ACC1158,0.32297597220881985
ACC1159,0.4907845218566052
ACC1160,0.45469458650969796
ACC1161,0.3249059152754994
ACC1162,0.39602431728264015
ACC1163,0.001640451606677603
ACC1164,0.834700376338898
ACC1165,0.43076329248287176
ACC1166,0.6470134131043134
ACC1167,0.6556016597510373
ACC1168,0.5256199942101708
ACC1169,0.8439641030589597
ACC1170,0.9026343722860176
ACC1171,0.9530058863263534
ACC1172,0.14850911898099006
ACC1173,0.8773521181125157
ACC1174,0.4013316607160089
ACC1175,0.5938434816172923
ACC1176,0.4863456528032423
ACC1177,0.888738782205925
ACC1178,0.05037151404033581
ACC1179,0.34980218083566533
ACC1180,0.029045643153526972
ACC1181,0.33831901958892213
ACC1182,0.7404226575316029
ACC1183,0.9368908617195792
ACC1184,0.6456624529576378
ACC1185,0.9746212486731641
ACC1186,0.5812988516838753
ACC1187,0.880150535559201
ACC1188,0.7379137315449195
ACC1189,0.6577245971243848
ACC1190,0.4377110875229181
ACC1191,0.23680401428157868
ACC1192,0.31419473125542796
ACC1193,0.19849464440798997
ACC1194,0.615651838270771
ACC1195,0.5730965936504873
ACC1196,0.8000578982920004
ACC1197,0.4014281578693428
ACC1198,0.181800636881212
ACC1199,0.9830165010132201
ACC1200,0.07864517996719096
ACC1201,0.9106436360127377
ACC1202,0.17610730483450737
ACC1203,0.5270674515101804
ACC1204,0.591238058477275
ACC1205,0.1830550998745537
ACC1206,0.3166071600887774
ACC1207,0.4931004535366207
ACC1208,0.8333494161922224
ACC1209,0.4738975200231593
ACC1210,0.053652417253691013
ACC1211,0.6932355495512882
ACC1212,0.9915082505066101
ACC1213,0.48769661294991795
ACC1214,0.8712727974524751
ACC1215,0.9087136929460581
ACC1216,0.05973173791373154
ACC1217,0.34430184309562867
ACC1218,0.5032326546366882
ACC1219,0.4942584193766284
ACC1220,0.11724404130078163
ACC1221,0.5804303773038695
ACC1222,0.9447071311396313
ACC1223,0.7401331660716008
ACC1224,0.9117051046994114
ACC1225,0.18093216250120622
ACC1226,0.31062433658207084
ACC1227,0.9478915371996526
ACC1228,0.24288333494161923
ACC1229,0.4527646434430184
ACC1230,0.18662549454791083
ACC1231,0.5842902634372286
ACC1232,0.5464633793303098
ACC1233,0.6953584869246358
ACC1234,0.022001350960146677
ACC1235,0.03985332432693236
ACC1236,0.5756055196371707
ACC1237,0.7409051432982727
ACC1238,0.7075171282447168
ACC1239,0.7357907941715719
ACC1240,0.2631477371417543
ACC1241,0.8495609379523305
ACC1242,0.34150342564894337
ACC1243,0.6827173598378847
ACC1244,0.7194827752581299
ACC1245,0.6547331853710315
ACC1246,0.5388401042169256
ACC1247,0.48624915564990834
ACC1248,0.2335231110682235
ACC1249,0.7492038984849947
ACC1250,0.8284280613721895
ACC1251,0.7647399401717649
ACC1252,0.3863746019492425
ACC1253,0.21731158930811542
ACC1254,0.022580333880150537
ACC1255,0.983402489626556
ACC1256,0.9661294991797742
ACC1257,0.9845604554665638
ACC1258,0.15265849657435104
ACC1259,0.4665637363697771
ACC1260,0.5271639486635145
ACC1261,0.6417060696709447
ACC1262,0.8212872720254752
ACC1263,0.4727395541831516
ACC1264,0.2812892019685419
ACC1265,0.9133455563060889
ACC1266,0.12506031072083373
ACC1267,0.7173598378847824
ACC1268,0.9866833928399112
ACC1269,0.132297597220882
ACC1270,0.7426420920582842
ACC1271,0.6418990639776126
ACC1272,0.12776223101418507
ACC1273,0.6934285438579562
